Account_Balance,Loan_Duration,Credit_History,Loan_Purpose,Loan_Amount,Savings,Years_Employed,Installment_Rate,Gender_and_Status,Other_Debtors_Guarantors,Year_of_Residence,Property,Age,Installment_Plans,Housing,Existing_Credits,Job,Dependents,Telephone,Foreign,Credit_Rating
(A12) 0 <= ... < 200 DM,36,(A34) critical account/,(A40) car (new),2820,(A61) ... < 100 DM,(A72) ... < 1 year,4,(A91) male : divorced/separated,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",27,(A143) none,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A14) no checking account,24,(A32) existing credits paid back duly till now,(A48) retraining,937,(A61) ... < 100 DM,(A72) ... < 1 year,4,(A94) male : married/widowed,(A101) none,3,"(A123) if not A121/A122 : car or other, not in attribute 6",27,(A143) none,(A152) own,2,(A172) unskilled - resident,1,(A191) none,(A201) yes,Good
(A12) 0 <= ... < 200 DM,18,(A34) critical account/,(A40) car (new),1056,(A61) ... < 100 DM,(A75) .. >= 7 years,3,(A93) male : single,(A103) guarantor,3,(A121) real estate,30,(A141) bank,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A12) 0 <= ... < 200 DM,12,(A34) critical account/,(A40) car (new),3124,(A61) ... < 100 DM,(A72) ... < 1 year,1,(A93) male : single,(A101) none,3,(A121) real estate,49,(A141) bank,(A152) own,2,(A172) unskilled - resident,2,(A191) none,(A201) yes,Good
(A14) no checking account,9,(A32) existing credits paid back duly till now,(A42) furniture/equipment,1388,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A92) female : divorced/separated/married,(A101) none,2,(A121) real estate,26,(A143) none,(A151) rent,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A12) 0 <= ... < 200 DM,36,(A32) existing credits paid back duly till now,(A45) repairs,2384,(A61) ... < 100 DM,(A72) ... < 1 year,4,(A93) male : single,(A101) none,1,(A124) unknown / no property,33,(A143) none,(A151) rent,1,(A172) unskilled - resident,1,(A191) none,(A201) yes,Bad
(A14) no checking account,12,(A32) existing credits paid back duly till now,(A40) car (new),2133,(A65) unknown/ no savings account,(A75) .. >= 7 years,4,(A92) female : divorced/separated/married,(A101) none,4,(A124) unknown / no property,52,(A143) none,(A153) for free,1,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A11) ... < 0 DM,18,(A32) existing credits paid back duly till now,(A42) furniture/equipment,2039,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,1,(A92) female : divorced/separated/married,(A101) none,4,(A121) real estate,20,(A141) bank,(A151) rent,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A11) ... < 0 DM,9,(A34) critical account/,(A40) car (new),2799,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,2,(A93) male : single,(A101) none,2,(A121) real estate,36,(A143) none,(A151) rent,2,(A173) skilled employee / official,2,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,12,(A32) existing credits paid back duly till now,(A42) furniture/equipment,1289,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A93) male : single,(A103) guarantor,1,(A122) if not A121 : building society savings agreement/,21,(A143) none,(A152) own,1,(A172) unskilled - resident,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,18,(A32) existing credits paid back duly till now,(A44) domestic appliances,1217,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A94) male : married/widowed,(A101) none,3,(A121) real estate,47,(A143) none,(A152) own,1,(A172) unskilled - resident,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A11) ... < 0 DM,12,(A34) critical account/,(A42) furniture/equipment,2246,(A61) ... < 100 DM,(A75) .. >= 7 years,3,(A93) male : single,(A101) none,3,(A122) if not A121 : building society savings agreement/,60,(A143) none,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A11) ... < 0 DM,12,(A34) critical account/,(A43) radio/television,385,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,4,(A92) female : divorced/separated/married,(A101) none,3,(A121) real estate,58,(A143) none,(A152) own,4,(A172) unskilled - resident,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A12) 0 <= ... < 200 DM,24,(A33) delay in paying off in the past,(A40) car (new),1965,(A65) unknown/ no savings account,(A73) 1 <= ... < 4 years,4,(A92) female : divorced/separated/married,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",42,(A143) none,(A151) rent,2,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,21,(A32) existing credits paid back duly till now,(A49) business,1572,(A64) .. >= 1000 DM,(A75) .. >= 7 years,4,(A92) female : divorced/separated/married,(A101) none,4,(A121) real estate,36,(A141) bank,(A152) own,1,(A172) unskilled - resident,1,(A191) none,(A201) yes,Good
(A12) 0 <= ... < 200 DM,24,(A32) existing credits paid back duly till now,(A40) car (new),2718,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,3,(A92) female : divorced/separated/married,(A101) none,4,(A122) if not A121 : building society savings agreement/,20,(A143) none,(A151) rent,1,(A172) unskilled - resident,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A11) ... < 0 DM,24,(A31) all credits at this bank paid back duly,(A410) others,1358,(A65) unknown/ no savings account,(A75) .. >= 7 years,4,(A93) male : single,(A101) none,3,"(A123) if not A121/A122 : car or other, not in attribute 6",40,(A142) stores,(A152) own,1,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A12) 0 <= ... < 200 DM,6,(A31) all credits at this bank paid back duly,(A40) car (new),931,(A62) 100 <= ... < 500 DM,(A72) ... < 1 year,1,(A92) female : divorced/separated/married,(A101) none,1,(A122) if not A121 : building society savings agreement/,32,(A142) stores,(A152) own,1,(A172) unskilled - resident,1,(A191) none,(A201) yes,Bad
(A11) ... < 0 DM,24,(A32) existing credits paid back duly till now,(A40) car (new),1442,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,4,(A92) female : divorced/separated/married,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",23,(A143) none,(A151) rent,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A12) 0 <= ... < 200 DM,24,(A30) no credits taken/,(A49) business,4241,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,1,(A93) male : single,(A101) none,4,(A121) real estate,36,(A143) none,(A152) own,3,(A172) unskilled - resident,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A14) no checking account,18,(A34) critical account/,(A40) car (new),2775,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,2,(A93) male : single,(A101) none,2,(A122) if not A121 : building society savings agreement/,31,(A141) bank,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A14) no checking account,24,(A33) delay in paying off in the past,(A49) business,3863,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,1,(A93) male : single,(A101) none,2,(A124) unknown / no property,32,(A143) none,(A153) for free,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A12) 0 <= ... < 200 DM,7,(A32) existing credits paid back duly till now,(A43) radio/television,2329,(A61) ... < 100 DM,(A72) ... < 1 year,1,(A92) female : divorced/separated/married,(A103) guarantor,1,(A121) real estate,45,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A12) 0 <= ... < 200 DM,9,(A32) existing credits paid back duly till now,(A42) furniture/equipment,918,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A92) female : divorced/separated/married,(A101) none,1,(A122) if not A121 : building society savings agreement/,30,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A12) 0 <= ... < 200 DM,24,(A31) all credits at this bank paid back duly,(A46) education,1837,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,4,(A92) female : divorced/separated/married,(A101) none,4,(A124) unknown / no property,34,(A141) bank,(A153) for free,1,(A172) unskilled - resident,1,(A191) none,(A201) yes,Bad
(A14) no checking account,36,(A32) existing credits paid back duly till now,(A42) furniture/equipment,3349,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A92) female : divorced/separated/married,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",28,(A143) none,(A152) own,1,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A13) ... >= 200 DM /,10,(A32) existing credits paid back duly till now,(A42) furniture/equipment,1275,(A61) ... < 100 DM,(A72) ... < 1 year,4,(A92) female : divorced/separated/married,(A101) none,2,(A122) if not A121 : building society savings agreement/,23,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,24,(A31) all credits at this bank paid back duly,(A42) furniture/equipment,2828,(A63) 500 <= ... < 1000 DM,(A73) 1 <= ... < 4 years,4,(A93) male : single,(A101) none,4,(A121) real estate,22,(A142) stores,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,24,(A34) critical account/,(A49) business,4526,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,3,(A93) male : single,(A101) none,2,(A121) real estate,74,(A143) none,(A152) own,1,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A12) 0 <= ... < 200 DM,36,(A32) existing credits paid back duly till now,(A43) radio/television,2671,(A62) 100 <= ... < 500 DM,(A73) 1 <= ... < 4 years,4,(A92) female : divorced/separated/married,(A102) co-applicant,4,(A124) unknown / no property,50,(A143) none,(A153) for free,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A14) no checking account,18,(A32) existing credits paid back duly till now,(A43) radio/television,2051,(A61) ... < 100 DM,(A72) ... < 1 year,4,(A93) male : single,(A101) none,1,(A121) real estate,33,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,15,(A32) existing credits paid back duly till now,(A41) car (used),1300,(A65) unknown/ no savings account,(A75) .. >= 7 years,4,(A93) male : single,(A101) none,4,(A124) unknown / no property,45,(A141) bank,(A153) for free,1,(A173) skilled employee / official,2,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,12,(A32) existing credits paid back duly till now,(A44) domestic appliances,741,(A62) 100 <= ... < 500 DM,(A71) unemployed,4,(A92) female : divorced/separated/married,(A101) none,3,(A122) if not A121 : building society savings agreement/,22,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A13) ... >= 200 DM /,10,(A32) existing credits paid back duly till now,(A40) car (new),1240,(A62) 100 <= ... < 500 DM,(A75) .. >= 7 years,1,(A92) female : divorced/separated/married,(A101) none,4,(A124) unknown / no property,48,(A143) none,(A153) for free,1,(A172) unskilled - resident,2,(A191) none,(A201) yes,Bad
(A11) ... < 0 DM,21,(A32) existing credits paid back duly till now,(A43) radio/television,3357,(A64) .. >= 1000 DM,(A72) ... < 1 year,4,(A92) female : divorced/separated/married,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",29,(A141) bank,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,24,(A31) all credits at this bank paid back duly,(A41) car (used),3632,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,1,(A92) female : divorced/separated/married,(A103) guarantor,4,"(A123) if not A121/A122 : car or other, not in attribute 6",22,(A141) bank,(A151) rent,1,(A173) skilled employee / official,1,(A191) none,(A202) no,Good
(A14) no checking account,18,(A33) delay in paying off in the past,(A42) furniture/equipment,1808,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,4,(A92) female : divorced/separated/married,(A101) none,1,(A121) real estate,22,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A12) 0 <= ... < 200 DM,48,(A30) no credits taken/,(A49) business,12204,(A65) unknown/ no savings account,(A73) 1 <= ... < 4 years,2,(A93) male : single,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",48,(A141) bank,(A152) own,1,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A12) 0 <= ... < 200 DM,60,(A33) delay in paying off in the past,(A43) radio/television,9157,(A65) unknown/ no savings account,(A73) 1 <= ... < 4 years,2,(A93) male : single,(A101) none,2,(A124) unknown / no property,27,(A143) none,(A153) for free,1,(A174) management/ self-employed/,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,6,(A34) critical account/,(A40) car (new),3676,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,1,(A93) male : single,(A101) none,3,(A121) real estate,37,(A143) none,(A151) rent,3,(A173) skilled employee / official,2,(A191) none,(A201) yes,Good
(A12) 0 <= ... < 200 DM,30,(A32) existing credits paid back duly till now,(A42) furniture/equipment,3441,(A62) 100 <= ... < 500 DM,(A73) 1 <= ... < 4 years,2,(A92) female : divorced/separated/married,(A102) co-applicant,4,"(A123) if not A121/A122 : car or other, not in attribute 6",21,(A143) none,(A151) rent,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A14) no checking account,12,(A32) existing credits paid back duly till now,(A40) car (new),640,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A91) male : divorced/separated,(A101) none,2,(A121) real estate,49,(A143) none,(A152) own,1,(A172) unskilled - resident,1,(A191) none,(A201) yes,Good
(A12) 0 <= ... < 200 DM,21,(A34) critical account/,(A49) business,3652,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,2,(A93) male : single,(A101) none,3,(A122) if not A121 : building society savings agreement/,27,(A143) none,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,18,(A34) critical account/,(A40) car (new),1530,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,3,(A93) male : single,(A101) none,2,(A122) if not A121 : building society savings agreement/,32,(A141) bank,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A14) no checking account,48,(A32) existing credits paid back duly till now,(A49) business,3914,(A65) unknown/ no savings account,(A73) 1 <= ... < 4 years,4,(A91) male : divorced/separated,(A101) none,2,(A121) real estate,38,(A141) bank,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A11) ... < 0 DM,12,(A32) existing credits paid back duly till now,(A42) furniture/equipment,1858,(A61) ... < 100 DM,(A72) ... < 1 year,4,(A92) female : divorced/separated/married,(A101) none,1,"(A123) if not A121/A122 : car or other, not in attribute 6",22,(A143) none,(A151) rent,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,18,(A32) existing credits paid back duly till now,(A43) radio/television,2600,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A93) male : single,(A101) none,4,(A124) unknown / no property,65,(A143) none,(A153) for free,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A14) no checking account,15,(A32) existing credits paid back duly till now,(A43) radio/television,1979,(A65) unknown/ no savings account,(A75) .. >= 7 years,4,(A93) male : single,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",35,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A13) ... >= 200 DM /,6,(A32) existing credits paid back duly till now,(A42) furniture/equipment,2116,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,2,(A93) male : single,(A101) none,2,(A121) real estate,41,(A143) none,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A12) 0 <= ... < 200 DM,9,(A31) all credits at this bank paid back duly,(A40) car (new),1437,(A62) 100 <= ... < 500 DM,(A74) 4 <= ... < 7 years,2,(A93) male : single,(A101) none,3,(A124) unknown / no property,29,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A14) no checking account,42,(A34) critical account/,(A42) furniture/equipment,4042,(A63) 500 <= ... < 1000 DM,(A73) 1 <= ... < 4 years,4,(A93) male : single,(A101) none,4,(A121) real estate,36,(A143) none,(A152) own,2,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
